Reg. Nr;Nosaukums;ATVK;Adrese;Kategorija;X koordināta;Y koordināta;Tips;Tipa nosaukums
01954/4298;"SIA Litava, bijusī ""Latbithim"" teritorija";Rīga;Latvijas Republika, Rīga, Mālu iela, 28;Potenciāli piesārņota vieta;24.11055555;56.90916666;12;Ķīmiskās un naftas rūpniecības objekti
01954/4343;SIA Lori;Rīga;Latvijas Republika, Rīga;Potenciāli piesārņota vieta;24.056667;56.935556;12;Ķīmiskās un naftas rūpniecības objekti
01954/4678;SIA “NESTE LATVIJA”, DUS, Lielirbes, 30;Rīga;Latvijas Republika, Rīga, Lielirbes iela, 30;Potenciāli piesārņota vieta;24.03416666;56.93083333;21;DUS (GUS)
01954/4681;SIA “OLS A”, DUS;Rīga;Latvijas Republika, Rīga, Mārupes iela, 57;Potenciāli piesārņota vieta;24.07861111;56.92694444;21;DUS (GUS)
01954/4698;"SIA ""Alrisa"", katlu māja";Rīga;Latvijas Republika, Rīga, Zāļu iela, 6;Potenciāli piesārņota vieta;24.13321666;56.90991666;19;Katlu mājas, koģenerācijas stacijas
01954/4723;SIA “Latvija Statoil” DUS,K.Ulmaņa, 117;Rīga;Latvijas Republika, Rīga;Potenciāli piesārņota vieta;24.018889;56.959167;21;DUS (GUS)
01954/4731;SIA “Latvija Statoil”, DUS, Ziepniekkalna iela 9;Rīga;Latvijas Republika, Rīga, Ziepniekkalna iela, 9;Potenciāli piesārņota vieta;24.1225;56.9125;21;DUS (GUS)
01954/4787;SIA “NESTE LATVIJA” Automātiskā degvielas uzpildes st. Lucavsalas 1;Rīga;Latvijas Republika, Rīga, Lucavsalas iela, 1;Potenciāli piesārņota vieta;24.11063055;56.92503888;21;DUS (GUS)
01954/4788;SIA “NESTE LATVIJA” Automātiskā degvielas uzpildes stacija,Vienības gatve 144;Rīga;Latvijas Republika, Rīga, Vienības gatve, 144;Potenciāli piesārņota vieta;24.08720555;56.91021944;21;DUS (GUS)
01954/4811;SIA “Latvija Statoil” DUS, Vienības gatve 105;Rīga;Latvijas Republika, Rīga, Vienības gatve, 105;Potenciāli piesārņota vieta;24.085;56.90944444;21;DUS (GUS)
01954/4828;SIA “BARN”, katlu māja;Rīga;Latvijas Republika, Rīga, Bauskas iela, 166C;Potenciāli piesārņota vieta;24.14088055;56.91511388;19;Katlu mājas, koģenerācijas stacijas
01954/609;"SIA ""Viva Color""";Rīga;Latvijas Republika, Rīga, Krūzes iela, 3;Piesārņota vieta;24.05401388;56.93635277;12;Ķīmiskās un naftas rūpniecības objekti
01954/610;"SIA ""Augstceltne"" DUS - Kurši";Rīga;Latvijas Republika, Rīga, Mūkusalas iela, 59;Piesārņota vieta;24.10666666;56.92934444;21;DUS (GUS)
01954/633;"SIA ""Auto stils"" serviss";Rīga;Latvijas Republika, Rīga, Ventspils iela, 50;Piesārņota vieta;24.04833333;56.93138888;92;Tirdzniecības objekti
01954/669;"Bijusī bīstamo atkritumu izgāztuve ""Bieķengrāvis""";Rīga;Latvijas Republika, Rīga;Piesārņota vieta;24.144444;56.916389;31;Vecas atkritumu izgāztuves
01964/1722;Nacionālā aizsardzības akadēmija, Aizsardzības ministrijas valdījuma objekts;Rīga;Latvijas Republika, Rīga, Ķīšezera iela, 27;Potenciāli piesārņota vieta;24.17111111;56.99272222;50;Militārie objekti
01964/1723;Čiekurkalna 7.šķērslīnija 9, Aizsardzības ministrijas valdījuma objekts;Rīga;Latvijas Republika, Rīga, Čiekurkalna 7. šķērslīnija, 9;Potenciāli piesārņota vieta;24.17927777;56.98497222;50;Militārie objekti
01964/3705;"SIA ""Aktivia""";Rīga;Latvijas Republika, Rīga, Ganību dambis, 16G;Potenciāli piesārņota vieta;24.11424444;56.97389722;31;Vecas atkritumu izgāztuves
01964/3706;"Bijusī PSRS armijas teritorija -  naftas produktu glabātuve Stacijā ""Rīga-Preču""";Rīga;Latvijas Republika, Rīga;Potenciāli piesārņota vieta;24.109083;56.965556;50;Militārie objekti
01964/3707;"Stacīja Rīga-Preču SIA ""Evels""";Rīga;Latvijas Republika, Rīga;Potenciāli piesārņota vieta;24.110806;56.965917;62;Dzelzceļa objekti
01964/3708;Latvijas Dzelzceļš bijušāis vagonu depo Rīga;Rīga;Latvijas Republika, Rīga;Potenciāli piesārņota vieta;24.116556;56.975944;62;Dzelzceļa objekti
01964/3727;"A/S ""Elektromašīnbūves rūpnīca""";Rīga;Latvijas Republika, Rīga;Potenciāli piesārņota vieta;24.118028;56.926639;17;Mašīnbūves objekti
01964/3735;"A/S ""Krāsainie lējumi""";Rīga;Latvijas Republika, Rīga, Ganību dambis, 21D;Potenciāli piesārņota vieta;24.11486111;56.97863888;13;Metālapstrādes objekti
01964/3738;Bijusī  Rīgas dīzeļbūves rūpnīca;Rīga;Latvijas Republika, Rīga, Ganību dambis, 40;Potenciāli piesārņota vieta;24.12358333;56.99125;13;Metālapstrādes objekti
01964/3739;Bijusī Rīgas dīzeļbūves rūpnīca;Rīga;Latvijas Republika, Rīga, Dambja iela, 3A;Potenciāli piesārņota vieta;24.12663888;56.98875;17;Mašīnbūves objekti
01964/3769;"PVAS ""Latvijas nafta"" DUS Uriekstes ielā";Rīga;Latvijas Republika, Rīga, Uriekstes iela, 3A;Piesārņota vieta;24.11833333;56.98833333;21;DUS (GUS)
01964/3772;SIA Baltic Container Terminal;Rīga;Latvijas Republika, Rīga;Piesārņota vieta;24.103611;57.005278;22;Naftas bāzes
01964/3775;"SIA ""Amatnieks"" autoremontdarbnīca, DUS";Rīga;Latvijas Republika, Rīga, Atlantijas iela, 69;Potenciāli piesārņota vieta;24.08861111;57.04555555;21;DUS (GUS)
01964/3776;Muitas punkts Uriekstes ielā;Rīga;Latvijas Republika, Rīga, Uriekstes iela, 16;Piesārņota vieta;24.10305555;56.98861111;31;Vecas atkritumu izgāztuves
01964/3778;"SIA ""Loģistikas centrs""";Rīga;Latvijas Republika, Rīga, Jaunciema gatve, 167A;Potenciāli piesārņota vieta;24.17102777;57.04736111;19;Katlu mājas, koģenerācijas stacijas
01964/3779;Nelegāla izgāztuve Rudzu iela;Rīga;Latvijas Republika, Rīga;Potenciāli piesārņota vieta;24.13188888;57.065;31;Vecas atkritumu izgāztuves
01964/3782;Bijusī PSRS armijas teritorija - Rīgas Brīvostā;Rīga;Latvijas Republika, Rīga;Potenciāli piesārņota vieta;24.048389;57.057556;50;Militārie objekti
01964/3783;Stacīja Rīga-Preču Sāls noliktavas;Rīga;Latvijas Republika, Rīga;Potenciāli piesārņota vieta;24.109778;56.967028;62;Dzelzceļa objekti
01964/3805;"SIA ""Lathold"" DUS";Rīga;Latvijas Republika, Rīga, Tvaika iela, 3;Piesārņota vieta;24.11638888;56.99888888;21;DUS (GUS)
01964/4168;"AS ""RĪGAS KUĢU BŪVĒTAVA""";Rīga;Latvijas Republika, Rīga, Gāles iela, 2;Potenciāli piesārņota vieta;24.12138888;57.02861111;17;Mašīnbūves objekti
01964/4251;VAS ”Latvijas dzelzceļš”, sliežu metināšanas centrs;Rīga;Latvijas Republika, Rīga;Potenciāli piesārņota vieta;24.159444;56.981944;13;Metālapstrādes objekti
01964/4254;SIA Grobiņas metāls;Rīga;Latvijas Republika, Rīga;Potenciāli piesārņota vieta;24.125556;57.020833;13;Metālapstrādes objekti
01964/4258;SIA ASK;Rīga;Latvijas Republika, Rīga, Jaunciema gatve, 161D;Potenciāli piesārņota vieta;24.16916666;57.04611111;13;Metālapstrādes objekti
01964/4287;AS BMGS, Rīgā;Rīga;Latvijas Republika, Rīga, Tvaika iela, 27;Potenciāli piesārņota vieta;24.11972222;57.01472222;16;Minerālrūpniecības objekti
01964/4290;SIA Rīgas firma “Lugaži”;Rīga;Latvijas Republika, Rīga;Potenciāli piesārņota vieta;24.1075;56.976667;16;Minerālrūpniecības objekti
01964/4326;AS “RĪGAS FARMACEITISKĀ FABRIKA”;Rīga;Latvijas Republika, Rīga, Ozolu iela, 10;Potenciāli piesārņota vieta;24.13944444;56.98527777;12;Ķīmiskās un naftas rūpniecības objekti
01964/4362;SIA Kliners, ķīmiskā tīrītava;Rīga;Latvijas Republika, Rīga, Pulkveža Brieža iela, 39;Potenciāli piesārņota vieta;24.10596388;56.96663055;91;Ķīmiskās tīrītavas
01964/4378;A/S PET Baltija;Rīga;Latvijas Republika, Rīga, Meldru iela, 3;Potenciāli piesārņota vieta;24.095;57.03083333;45;Lopu kapsētas
01964/4399;Rīgas brīvosta, Muitas kontroles punkts;Rīga;Latvijas Republika, Rīga, Uriekstes iela, 16;Potenciāli piesārņota vieta;24.10275;56.98927777;80;Valsts dienestu darbība
01964/4405;SIA Tranzīta Termināls;Rīga;Latvijas Republika, Rīga, Ilzenes iela, 18;Potenciāli piesārņota vieta;24.10873888;56.98093055;34;Atkritumu glabātavas, pārstrādes iekārtas
01964/4407;SIA Kommitehs LL, riepu pārstrādes uzņēmums;Rīga;Latvijas Republika, Rīga;Potenciāli piesārņota vieta;24.133056;57.031389;45;Lopu kapsētas
01964/4411;SIA Eko Osta, bijusī PSRS naftas bāzes teritorija;Rīga;Latvijas Republika, Rīga, Tvaika iela, 39;Piesārņota vieta;24.11722222;57.01916666;45;Lopu kapsētas
01964/4426;SIA Vidzeme VMV;Rīga;Latvijas Republika, Rīga, Ganību dambis, 21B;Potenciāli piesārņota vieta;24.11333333;56.97972222;18;Kokapstrādes rūpn.
01964/4498;SIA “TEKERS”;Rīga;Latvijas Republika, Rīga;Potenciāli piesārņota vieta;24.082;57.046111;18;Kokapstrādes rūpn.
01964/4501;A/S “Briedis-93”;Rīga;Latvijas Republika, Rīga;Potenciāli piesārņota vieta;24.161333;56.990833;18;Kokapstrādes rūpn.
01964/4525;SIA Damko, kokapstrādes iekārta;Rīga;Latvijas Republika, Rīga;Potenciāli piesārņota vieta;24.119444;56.981111;18;Kokapstrādes rūpn.
01964/4722;SIA “Latvija Statoil” DUS, Tvaika iela 2a;Rīga;Latvijas Republika, Rīga, Tvaika iela, 2A;Potenciāli piesārņota vieta;24.12194444;56.99333333;21;DUS (GUS)
01964/4743;SIA “GAUJAS GRANULAS” kokskaidu granulu ražotne;Rīga;Latvijas Republika, Rīga, Traleru iela, 2A;Potenciāli piesārņota vieta;24.05852777;57.05561111;18;Kokapstrādes rūpn.
01964/4751;SIA “Latvijas Rietumu Termināls”, Tvaika iela 7A;Rīga;Latvijas Republika, Rīga, Tvaika iela, 7A;Potenciāli piesārņota vieta;24.11777777;57.00638888;22;Naftas bāzes
01964/4783;SIA “ VEXOil Bunkering”;Rīga;Latvijas Republika, Rīga;Potenciāli piesārņota vieta;24.066389;57.0475;22;Naftas bāzes
01964/4826;AS Latvijas Balzams, katlu māja;Rīga;Latvijas Republika, Rīga, Sporta iela, 18;Potenciāli piesārņota vieta;24.11333333;56.96805555;19;Katlu mājas, koģenerācijas stacijas
01964/4909;Bijušās Jaunciema papīrfabrikas teritorija;Rīga;Latvijas Republika, Rīga;Potenciāli piesārņota vieta;24.113333;56.968056;11;Pārtikas rūpniecības objekti
01964/525;"SIA ""Vudisona termināls"", Viestura pr. 2, bijusī armijas naftas bāze";Rīga;Latvijas Republika, Rīga, Viestura prospekts, 2;Piesārņota vieta;24.12986111;57.00833333;22;Naftas bāzes
01964/545;"SIA ""VL Bunkering"", bijusī Mīlgrāvja naftas bāzes teritorija";Rīga;Latvijas Republika, Rīga, Tvaika iela, 68;Piesārņota vieta;24.11888888;57.02083333;22;Naftas bāzes
01964/611;"A/S ""BLB Baltijas termināls""";Rīga;Latvijas Republika, Rīga, Ezera iela, 22;Piesārņota vieta;24.13638888;57.02583333;22;Naftas bāzes
01964/614;"SIA ""Eļļu un smērvielu ražotne Rīga""";Rīga;Latvijas Republika, Rīga, Tvaika iela, 33;Piesārņota vieta;24.12166666;57.015;12;Ķīmiskās un naftas rūpniecības objekti
01964/615;"SIA "" Vudisona termināls"", Tvaika iela 39";Rīga;Latvijas Republika, Rīga, Tvaika iela, 39;Piesārņota vieta;24.1175;57.01861111;22;Naftas bāzes
01964/621;"VAS ""Latvenergo"" TEC-1";Rīga;Latvijas Republika, Rīga;Piesārņota vieta;24.184444;56.989444;19;Katlu mājas, koģenerācijas stacijas
01964/622;"SIA ""Man-Tess""";Rīga;Latvijas Republika, Rīga;Piesārņota vieta;24.120278;57.006667;22;Naftas bāzes
01964/625;"A/S ""Starts-Rīga""";Rīga;Latvijas Republika, Rīga, Tvaika iela, 68A;Piesārņota vieta;24.1175;57.02111111;65;Noliktavas
01964/626;"SIA ""Grand"", bijusī Rīgas spuldžu rūpnīcas teritorija";Rīga;Latvijas Republika, Rīga, Aplokciema iela, 1;Piesārņota vieta;24.12944444;57.02611111;92;Tirdzniecības objekti
01964/627;"SIA ""Magnāts""";Rīga;Latvijas Republika, Rīga, Sprīdīša iela, 1;Piesārņota vieta;24.12833333;57.02638888;65;Noliktavas
01964/629;"SIA ""Vega Stividor"", bijusī ""Latbithim"" teritorija";Rīga;Latvijas Republika, Rīga, Ezera iela, 22A;Piesārņota vieta;24.13305555;57.03138888;64;Piestātnes, pārkraušanas vietas
01964/634;"SIA ""Rudus Latvija"", bijusī rūpnīcas ""Energoautomātika"" ter.";Rīga;Latvijas Republika, Rīga, Rāmuļu iela, 45;Piesārņota vieta;24.12583333;56.98166666;16;Minerālrūpniecības objekti
01964/636;SIA “Tramvaju un trolejbusu pārvalde” 1. trolejbusu parks;Rīga;Latvijas Republika, Rīga, Ganību dambis, 32;Piesārņota vieta;24.12472222;56.9875;13;Metālapstrādes objekti
01964/656;Bijušās izgāztuves teritorija, Duntes 10;Rīga;Latvijas Republika, Rīga, Duntes iela, 15;Piesārņota vieta;24.13594444;56.98252777;31;Vecas atkritumu izgāztuves
01964/657;"A/S ""Rīgas siltums"", siltumcentrāle ""Vecmīlgrāvis""";Rīga;Latvijas Republika, Rīga, Atlantijas iela, 51;Piesārņota vieta;24.08879444;57.04356666;19;Katlu mājas, koģenerācijas stacijas
01964/661;"SIA ""Neste Latvija"", Dambja 10, uz aizbērtā Sarkandaugavas novadgrāvja";Rīga;Latvijas Republika, Rīga, Dambja iela, 10;Piesārņota vieta;24.13065277;56.98789722;21;DUS (GUS)
01964/663;Rīgas domes autobāze, DUS;Rīga;Latvijas Republika, Rīga, Katrīnas dambis, 4;Piesārņota vieta;24.10233055;56.96837222;21;DUS (GUS)
01964/664;"SIA ""A.C.B."" DUS";Rīga;Latvijas Republika, Rīga;Piesārņota vieta;24.131667;56.981389;21;DUS (GUS)
01964/672;"VAS""Latvenergo"" DUS filiāle ""Serviss""";Rīga;Latvijas Republika, Rīga, Viskaļu iela, 22;Piesārņota vieta;24.18641388;56.990525;92;Tirdzniecības objekti
01964/674;"VAS ""Latvijas dzelzceļš"" Mangaļu stacija";Rīga;Latvijas Republika, Rīga, Vitrupes iela, 2A;Piesārņota vieta;24.12666666;57.01472222;62;Dzelzceļa objekti
01964/676;"A/S ""Latvijas ūdensceļi""";Rīga;Latvijas Republika, Rīga;Piesārņota vieta;24.118333;57.016111;65;Noliktavas
0250000/0001;Bijusī SIA „Valmieras Siltums” mazuta saimniecība” Dzelzceļa ielā 9;Valmiera;Latvijas Republika, Valmiera, Dzelzceļa iela, 9;Piesārņota vieta;25.43155555;57.51722222;22;Naftas bāzes
0360201/0001;Alūksnes ezera DR līcis;Alūksnes novads, Alūksnes pilsēta;Latvijas Republika, Alūksnes nov., Alūksne;Potenciāli piesārņota vieta;27.04625;57.42800833;64;Piestātnes, pārkraušanas vietas
0427360/0001;Lejas Baižas;Priekuļu novads, Liepas pagasts;Latvijas Republika, Priekuļu nov., Liepas pag., Lejas Baižas;Potenciāli piesārņota vieta;25.39161944;57.382825;70;Avāriju (negadījumu) vietas
05004/1043;Daugavpils naftas bāze;Daugavpils;Latvijas Republika, Daugavpils, Jelgavas iela, 2A;Potenciāli piesārņota vieta;26.56778055;55.86928333;22;Naftas bāzes
05004/1044;"AS ""Ditton pievādķēžu rūpnīca""";Daugavpils;Latvijas Republika, Daugavpils, Višķu iela, 17;Potenciāli piesārņota vieta;26.54305555;55.89805555;17;Mašīnbūves objekti
05004/1046;"A/S ""Lokomotīve"".";Daugavpils;Latvijas Republika, Daugavpils;Piesārņota vieta;26.5425;55.874167;17;Mašīnbūves objekti
05004/1049;"SIA ""Ziglera mašīnbūve """;Daugavpils;Latvijas Republika, Daugavpils, Spaļu iela, 3;Potenciāli piesārņota vieta;26.53759444;55.89773611;17;Mašīnbūves objekti
05004/1051;"VAS ""Latvijas dzelzceļš"" LRC ""Lokomotīvju serviss"".";Daugavpils;Latvijas Republika, Daugavpils;Piesārņota vieta;26.559722;55.866667;62;Dzelzceļa objekti
05004/1052;Siltumelektrostacija Nr. 1;Daugavpils;Latvijas Republika, Daugavpils, 18. novembra iela, 2;Potenciāli piesārņota vieta;26.52219166;55.86476944;19;Katlu mājas, koģenerācijas stacijas
05004/1054;Daugavpils siltumstacija Nr. 2.;Daugavpils;Latvijas Republika, Daugavpils, Silikātu iela, 8;Piesārņota vieta;26.55041944;55.86900833;19;Katlu mājas, koģenerācijas stacijas
05004/1055;Siltumstacija Nr. 3;Daugavpils;Latvijas Republika, Daugavpils, Mendeļejeva iela, 13A;Potenciāli piesārņota vieta;26.55146666;55.8979;19;Katlu mājas, koģenerācijas stacijas
05004/1056;"Katlu māja ""Cietoksnis""";Daugavpils;Latvijas Republika, Daugavpils, Aleksandra iela, 7;Potenciāli piesārņota vieta;26.49764166;55.88737222;19;Katlu mājas, koģenerācijas stacijas
05004/1058;"Katlu māja ""Grīva""";Daugavpils;Latvijas Republika, Daugavpils, Skolas iela, 6;Potenciāli piesārņota vieta;26.50028611;55.86412777;19;Katlu mājas, koģenerācijas stacijas
05004/1569;"Naftas bāze ""INGRID' A""";Daugavpils;Latvijas Republika, Daugavpils, Vaļņu iela, 2;Potenciāli piesārņota vieta;26.49116666;55.89566666;19;Katlu mājas, koģenerācijas stacijas
05004/4247;SIA ”AKVASTILS ”;Daugavpils;Latvijas Republika, Daugavpils, Višķu iela, 17;Potenciāli piesārņota vieta;26.54472222;55.89861111;13;Metālapstrādes objekti
05004/4275;SIA Topaz TP;Daugavpils;Latvijas Republika, Daugavpils;Potenciāli piesārņota vieta;26.550278;55.913611;13;Metālapstrādes objekti
05004/4288;SIA “Daugavpils dzelzsbetons”;Daugavpils;Latvijas Republika, Daugavpils, Rūpniecības iela, 1A;Potenciāli piesārņota vieta;26.57006388;55.87220833;16;Minerālrūpniecības objekti
05004/4289;SIA MBD;Daugavpils;Latvijas Republika, Daugavpils, Rūpniecības iela, 1M;Potenciāli piesārņota vieta;26.56981666;55.87184444;16;Minerālrūpniecības objekti
05004/4358;SIA “Latgales ceļdaris”;Daugavpils;Latvijas Republika, Daugavpils;Potenciāli piesārņota vieta;26.556667;55.903333;16;Minerālrūpniecības objekti
05004/4365;SIA Rhodia Industrial Yarns;Daugavpils;Latvijas Republika, Daugavpils;Potenciāli piesārņota vieta;26.55775;55.904;12;Ķīmiskās un naftas rūpniecības objekti
05004/4382;SIA AUTOCENTRS „VEIKSME”;Daugavpils;Latvijas Republika, Daugavpils, Vaļņu iela, 77;Potenciāli piesārņota vieta;26.49451666;55.89071388;13;Metālapstrādes objekti
05004/4546;Grīvas cietums, kokapstrādes iekārta;Daugavpils;Latvijas Republika, Daugavpils;Potenciāli piesārņota vieta;26.486667;55.875278;18;Kokapstrādes rūpn.
05004/4682;SIA „Latvija Statoil”, DUS, Automazgātuve;Daugavpils;Latvijas Republika, Daugavpils, Ventspils iela, 28;Potenciāli piesārņota vieta;26.54509722;55.87452222;92;Tirdzniecības objekti
05004/4782;VAS “Latvenergo” filiāle “Austrumu elektriskie tīkli”, Sadedzināšanas iekārtas;Daugavpils;Latvijas Republika, Daugavpils;Potenciāli piesārņota vieta;26.6175;55.869722;19;Katlu mājas, koģenerācijas stacijas
05004/4806;SIA KU “ OMEGA HOLDING ”, naftas bāze, katlu māja;Daugavpils;Latvijas Republika, Daugavpils, Jelgavas iela, 2A;Potenciāli piesārņota vieta;26.56747222;55.86933333;22;Naftas bāzes
05004/4810;SIA DMA, sadedzināšanas iekārta;Daugavpils;Latvijas Republika, Daugavpils, Cēsu iela, 20;Potenciāli piesārņota vieta;26.49680555;55.90036111;19;Katlu mājas, koģenerācijas stacijas
05004/4832;SIA KU „Inter Gaz”, sašķidrinātās gāzes termināls;Daugavpils;Latvijas Republika, Daugavpils;Potenciāli piesārņota vieta;26.441389;55.902222;92;Tirdzniecības objekti
05004/5038;"SIA ""Latgales metāls""";Daugavpils;Latvijas Republika, Daugavpils;Potenciāli piesārņota vieta;26.5326455;55.8926489;13;Metālapstrādes objekti
05004/5050;"SIA KU  "" Arizonas Chemical Company""";Daugavpils;Latvijas Republika, Daugavpils;Potenciāli piesārņota vieta;26.565639;55.868889;12;Ķīmiskās un naftas rūpniecības objekti
05004/5078;"VAS ""Latvijas dzelzceļš""";Daugavpils;Latvijas Republika, Daugavpils, Kārklu iela, 4;Potenciāli piesārņota vieta;26.51628611;55.88566388;62;Dzelzceļa objekti
09000/2323;DET lauku tīklu ražošanas bāze;Jelgava;Latvijas Republika, Jelgava, Ganību iela, 86B;Potenciāli piesārņota vieta;23.68486666;56.65904166;19;Katlu mājas, koģenerācijas stacijas
09004/2258;"DUS ""Neste""";Jelgava;Latvijas Republika, Jelgava, Loka maģistrāle, 2A;Potenciāli piesārņota vieta;23.76185277;56.67084166;21;DUS (GUS)
09004/2259;Šķidro toksisko atkritumu izgāztuve;Jelgava;Latvijas Republika, Jelgava, Meža ceļš;Piesārņota vieta;23.64833333;56.66888888;45;Lopu kapsētas
09004/2260;"Mikroautobusu rūpnīca ""RAF""";Jelgava;Latvijas Republika, Jelgava, Aviācijas iela, 18;Potenciāli piesārņota vieta;23.77305555;56.665;17;Mašīnbūves objekti
09004/2261;"SIA ""Ārods"" siltumnīcas";Jelgava;Latvijas Republika, Jelgava, Dobeles šoseja, 54C;Potenciāli piesārņota vieta;23.68888888;56.65388888;44;Agroķīmisko atlikumu glabātavas
09004/2262;Katlu māja Ganību ceļā 69;Jelgava;Latvijas Republika, Jelgava, Ganību iela, 71;Potenciāli piesārņota vieta;23.69094444;56.65508333;19;Katlu mājas, koģenerācijas stacijas
